Date,Content
26-01-2024,"Global macros negative. Domestic markets a mixed bag With high volatility in the Indian economy owing to the ongoing struggle between FIIs and DIIs, this trading week ended on a mixed note for the Indian indices. The Nifty 50 closed and Nifty Midcap 150 Index closed flat with (-) 0.5% and 0%, during the week. Nifty Smallcap 250 on the other hand closed on a positive note, gaining 1.0%.This was a volatile week for the sectoral indices as well. Out of the sectoral indices closing in the green; Nifty Healthcare Index, Nifty Metal and Nifty Pharma were the top performers, gaining 1.6%, 1.2% and 1.2% respectively. On the other hand, Nifty Media, Nifty Realty and Nifty Private Bank were the top losers, losing (-) 10.8%, (-) 4.5% and (-) 2.3% respectively."
02-02-2024,"Global macros a mixed bag. Domestic markets mostly positive.Following the interim Budget, this trading week ended mostly on a positive note for the Indian indices. Each of the Nifty 50, Nifty Midcap 150 Index and Nifty Smallcap 250 index ended the week in green, gaining 2.3%, 2.6% and 4.3% respectively. The positive outlook portrays the optimistic market sentiments post the budget presentation.This was a mixed week for the sectoral indices as well. Nifty PSU bank, Nifty Oil and Gas and Nifty Metal were the top performers, gaining 11.5%, 9.1% and 4.6% respectively. On the other hand, only Nifty Media and Nifty FMCG had a flat fall (-) 0.3% and (-) 0.2% respectively."
09-02-2024,"Domestic markets remain choppy as US markets soar.Overall, a choppy week for domestic markets as rate cuts, inflation and valuations weighed on Investor sentiments. RBI maintained status quo on key interest rates. This week, the broad market Index Nifty 50, was flat with marginal fall of (-) 0.3%. While Nifty Midcap 150 and Nifty Small Cap 250 registered marginal gains of 0.7% and 0.2% respectively.Domestic sectoral indices struggled for direction and ended the week with mixed performance. Nifty PSU bank, Nifty Healthcare and Nifty Oil and Gas were the top performers, gaining 5.1%, 4.4% and 3.9% respectively. While Nifty Private Banks, Nifty FMCG and Nifty Consumer Durables lost the most by falling (-) 2.3%, (-) 2.3% and (-) 1.3% respectively."
23-02-2024,"Domestic markets remain choppy as US markets soar.Domestic as well as international markets closed the week in green. IT / tech stocks led the rally globally. Domestic broad market Index – Nifty 50 created history by reaching new highs, touching the 22,297.50 mark on Thursday, 22nd February 2024. Meanwhile the same day Japanese Nikkei also reached a 34 year high. Positive global sentiments fueled this rally. The week ended with Nifty 50 gaining about 0.8% and the Nifty Midcap 150 Index and the Nifty Small cap 250 Index, were flat recording marginal gains or 0.4% and 0.5%, respectively.Nifty Realty was the best performer, gaining, 4.1%, followed by Nifty Consumer Durables and Nifty FMCG gaining 2.0% and 1.5% respectively. Whereas Nifty IT, Nifty PSU Banks and Nifty Oil & Gas were at the bottom losing (-) 1.1%, (-) 0.8% and (-) 0.8% respectively."
01-03-2024,"Domestic markets reach record highs on account of better-than-expected GDP growth numbersThis week was a week of new records after Indian as well as Global indices soared to new highs. Domestic Indices reached record highs on account of better-than-expected GPD numbers. India’s GDP for Dec-23 quarter grew at 8.4% aided by strong manufacturing and construction activities. Nifty 50 started strong this week and ended with a gain 0.6% after experiencing a mid-week volatility. While Nifty Midcap 150 and Nifty Small Cap 250 were marginally down by (-) 1.0% and (-) 0.7 % respectively.Domestic sectoral indices were a mixed bag of performance this week. Nifty Metal, Nifty Consumer Durables and Nifty Auto were the top performers, gaining 2.0%, 1.6% and 1.2% respectively. While Nifty Media, Nifty Healthcare and Nifty IT were at the bottom losing (-) 6.7%, (-) 3.1% and (-) 1.4% respectively."
07-03-2024,"Domestic markets reach record highs.Another choppy week for the domestic markets. Nifty and Sensex reached record highs during the day to settle flat, by the day’s end. This week, the broad market Index Nifty 50, gained 2.3%, outperforming the Mid and Small cap indic[es as the Nifty Midcap 150 registered a gain of 0.9% whereas Nifty Small Cap 250 fell by (-) 1.1%.Most of the sectoral indices were positive this week. Nifty PSU bank, Nifty Metals and Nifty Auto were the top performers, gaining 5.9%, 5.7% and 3.5% respectively. While Nifty Media, Nifty IT lost the most by falling (-) 3.0%, (-) 1.6% respectively."
15-03-2024,"Domestic markets fall amidst valuation concernsThe domestic equity markets experienced profit booking and caution selling amid concerns over high valuations and froth in some segments of the market. The weak global cues and hotter than expected inflation numbers from US, further hurt sentiments. As a result, the Nifty 50 benchmark index closed (-) 2.1% down. The Nifty Midcap 150 index and Nifty Small cap 250 index registered losses of (-) 4.1% and (-) 5.9% respectively.Barring Nifty IT, all other sectoral indices closed in red, this week. Nifty IT gained 1.1% while Nifty FMCG and Nifty Financial Services fell the least registering a fall of (-) 0.5% and (-) 1.7% respectively. The sectoral indices which fell the most were Nifty Realty, Nifty PSU Banks and Nifty Media losing (-) 9.4%, (-) 7.9% and (-) 8.3% respectively."
22-03-2024,"Positive Global sentiments drive marketsThe domestic equity markets witnessed gains today, driven by positive global cues fueled by US Fed’s decision to hold rates and maintain its stance for 3 potential rate cuts this year. Also, the US housing, manufacturing and labor data showed resilience in the economy, boasting sentiments further. As a result, the Nifty 50 benchmark index which was trading in red earlier, recovered and ended the week flat 0.3% gains. Whereas the Nifty Midcap 150 index and Nifty Small cap 250 index gained 1.4% and 1.7% respectively.Most of the sectoral indices closed in green this week. Nifty Realty, Nifty Auto and Nifty Metals were at the top gaining, 5.3%, 4.2% and 4.21% respectively. While Nifty IT and Nifty FMCG lost the most and fell by (-) 6.2% and (-) 0.7% respectively."
28-03-2024,"Equity markets end the last week of the financial year in greenDomestic equity markets ended the last week of the financial year with decent gains on account of strong domestic flows. Nifty 50 index gained 1.4%. The Nifty Midcap 150 Index and the Nifty Small cap 250 Index outperformed the large cap Index Nifty 50 by gaining 2.1% and 2.0% respectively.Most of the sectoral indices were positive this week. Nifty Realty, Nifty Auto and Nifty Healthcare Index were high performers gaining 4.8%, 3.5% and 3.0% respectively. While Nifty Private Banks, Nifty Media and Nifty IT were at the bottom. Nifty Private Banks was tad positive and showed gains of 0.9%. Whereas Nifty Media and Nifty IT lost (-) 1.7% and (-) 3.1% respectively"
05-04-2024,"Nifty ends the week flat post RBI’s policyIndian equity markets were subdued this week. The Nifty 50 index was flat post the RBI policy of maintaining status quo on interest rates for the 7th consecutive time. The large cap, Nifty 50 index registered slight gains of 0.8% underperforming Nifty Midcap 150 Index and the Nifty Small cap 250 Index which registered significant gains of 4.0% and 6.4% respectively.Most of the sectoral indices were positive this week. Nifty Media, Nifty Metal and Nifty PSU Bank Index were high performers gaining 6.7%, 5.4% and 4.3% respectively. While Nifty Oil and Gas, Nifty Healthcare and Nifty FMCG were at the bottom. Nifty Private Oil and Gas and Nifty Healthcare were tad positive and showed gains of 0.55% and 0.6% respectively. Whereas Nifty FMCG registered minor loss of (-) 0.04%."
12-04-2024,"Indian equity markets close in red on account of global worriesIndian stock markets end the week in red after a stellar performance on Wednesday. The fade out in markets happened due weak global cues. The hotter than expected inflation numbers dampened the hopes of US rate cuts. This meant that US bond yields would stay higher for longer, impacting foreign inflows. Higher commodity prices and geo-political tensions further hampered sentiments. Nifty 50 was flat with marginal gains of 0.03% underperforming Nifty Midcap 150 Index and the Nifty Small cap 250 Index which also registered slight gains of 0.3% and 0.5% respectively.Sectoral indices were a mixed bag. Nifty Metal, Nifty Realty and Nifty Oil and Gas were high performers gaining 2.9%, 1.6% and 1.3% respectively. While Nifty Oil and Gas, Nifty Healthcare and Nifty FMCG were at the bottom. Nifty Pharma, Nifty PSU Banks and Nifty Media were at the bottom with (-) 1.9%, (-) 1.5% and (-) 1.5% respectively."
19-04-2024,"Markets impacted by global woesIndian Stock market fell slightly on the account of Iran-Israel conflict in Gaza, fueling tension in middle east, rising US Dollar rates and US Treasury yield and FIIs selling. Nifty 50 fell with marginal loss of (-) 1.7%. The Nifty Midcap 150 Index registered a fall of (-) 2.28%, while Nifty Small cap 250 Index fell by (-) 1.04%, during the week.All Sectoral indices were negative. Nifty Oil & Gas, Nifty Metal and Nifty Media fell the least with a fall of (-) 0.3%, (-) 0.5% and (-) 1.0% respectively. Nifty Health Care, Nifty Private Bank, Nifty IT fell the most, losing (-) 3.28%, (-) 3.69% and (-) 4.71% respectively."
26-04-2024,"A Bullish Sentiment on Global & Domestic MarketIndian equities ended higher due to gains led by banking & metal sectors and also due to await of US first quarter gross domestic product data. Nifty 50 rose with the marginal gain of 1.2%. The Nifty Midcap 150 Index registered a rise of 3.71%, while Nifty Small cap 250 Index rose by 4.30%, during the week, outperforming the large cap index.All Sectoral indices were positive. Nifty PSU Bank, Nifty Oil & Gas and Nifty Realty were the highest gainers with a rise of 6.4%, 5.32% and 4.62% respectively. Nifty Financial Services, Nifty IT, Nifty Private Bank were at the bottom, gaining 0.86%, 0.89% and 0.99% respectively."
03-05-2024,"A Flat Week for Domestic Equity MarketsIndian Equities experienced a mixed performance but were largely flat for the week. This week, Nifty Large & Midcap Indexes posted gains, while small-cap stocks ended slightly lower. Nifty 50 rose with the marginal gain of 0.2%. The Nifty Midcap 150 Index registered a rise of 0.67% outperforming the large cap index, while Nifty Small cap 250 Index slightly fell by (0.11)%.Sectoral indices also displayed a mixed performance this week. Nifty PSU Bank & Nifty Financial Services were among the highest gainers with a rise of 2.2% and 2.0% respectively. Nifty Media, Nifty IT and Nifty Realty were at the bottom, registering negative returns of (3.1)%, (2.3)% and (0.6)% respectively."
10-05-2024,"Bearish Domestic OutlookIndian Equities ended lower this week after a disappointing revenue outlook of a major domestic multinational conglomerate. Adding to it was the uncertainty around the general state elections. This week, Nifty Large cap, Midcap & Small Cap Indexes ended negative. Nifty Small cap 250 Index majorly fell by (4.36)% while Nifty 50 decline by (1.9)%, Nifty Midcap 150 Index registered a loss of (2.56)%.Sectoral indices displayed a mixed performance this week. Nifty FMCG & Nifty Auto were amongst the highest gainers, rising by 1.9% and 1.4% respectively. On the other hand, Nifty PSU Bank, Nifty Media & Nifty Oil & Gas registered negative returns of (6.03) %, (4.25) % and (3.89)% respectively."
17-05-2024,"Domestic Market Booms as Sectoral Indices Outperform Indian Equities ended positive this week leading the rally after softer than expected US consumer inflation data raised expectations of the US Federal Reserve cutting interest rates. This week, Nifty Large cap, Midcap & Small Cap Indexes ended positive. Nifty Small cap 250 Index & Nifty Midcap 150 Index had outperformed Nifty 50 Index by registering a gain of 4.55% & 4.48% respectively. While Nifty 50 had a gain of 1.9%.Sectoral indices displayed mostly a positive performance this week. Nifty Metal, Nifty Realty & Nifty Consumer Durables were amongst the highest gainers, with gains of 6.5%, 6.6%, & 5.6% respectively. On the other hand, Nifty FMCG has slightly fell by 0.38%, whereas Nifty PSU Bank & Nifty IT had a marginal gain of 0.49% & 1.36% respectively."
24-05-2024,"Domestic Market are Positive Despite Subdued Global CuesIndian Equities remained positive this week due to gains in banking stocks after the reserve bank of India announced a substantial Rs 1.2 lakh crore dividend for the government. This week, Nifty Large cap, Midcap Indexes ended positive, while Nifty Small Cap Index ended on a flat note. Nifty 50 Index & Nifty Midcap Index with the gain of approx. 2% has outperformed Nifty Small Cap 250 registering a slight gain of 0.5%.Sectoral indices ended positive this week. Nifty Media, Nifty Metal & Nifty PSU Bank were amongst the highest gainers, with gains of 4.7%, 3.9% & 3.5% respectively. On the other hand, Nifty FMCG, Nifty Pharma & Nifty Healthcare Index had a marginal gain of 0.70%, 0.73% & 0.17% respectively."
31-05-2024,"Bearish Domestic & Global MarketThis week, Indian equities ended in the red, influenced by weak global cues and investor caution ahead of the final phase of polling and upcoming general election results. The Nifty Large Cap, Midcap, and Small Cap indices all closed negatively. The Nifty 50 Index, Nifty Midcap Index & Nifty Small Cap 250 with losses of approximately 2%, 1.2%, 1% respectively.Sectoral indices also reflected this negative sentiment. The Nifty Bank, Nifty PSU Bank, and Nifty Private Bank indices ended flat for the week, indicating relative stability in the banking sector. In contrast, the Nifty FMCG, Nifty IT, and Nifty Oil & Gas indices experienced significant declines, falling by 2.42%, 4.25%, and 3.06% respectively. These drops highlight the broader market pressure and sector-specific challenges impacting Indian equities."
07-06-2024,"Equity Market Surge Post Election ResultsThis week, Indian equities ended on a positive note, driven by investor optimism regarding political stability and policy continuity under the new coalition government. The Nifty 50 Index, Nifty Midcap Index, and Nifty Small Cap 250 gaining approximately 3.4%, 2.9%, and 3.0%, respectively.Sectoral indices mirrored this positive sentiment. Almost all stocks in the four-wheeler, two-wheeler, and auto ancillary sectors were in the green, providing much-needed respite to investors after June 4. The Nifty Auto, Nifty FMCG, and Nifty IT sectors saw substantial gains, rising by 6.8%, 7.11%, and 8.60%, respectively. In contrast, the Nifty Metal and Nifty Oil & Gas sectors lagged with returns of 1.13% and 0.62%, respectively, while the Nifty PSU Bank index closed negative with a loss of 1.41%."
14-06-2024,"x.Nifty 50 closes at a record high. Mid and Small caps register gainsThe broad market indices reached fresh highs today despite weak signals from global markets. Nifty 50 index gained 1%. Mid and small caps ran up higher. The Nifty Midcap 150 Index, and Nifty Small Cap 250 gained 4.1% and 4.9% respectively.Sectoral indices showed mixed performance. Nifty Media, Nifty realty and Nifty Consumer Durables were the highest gainers and increased by 5.6%, 4.4% and 4.4% respectively. While Nifty IT and Nifty FMCG were at the bottom with losses of (-) 1.6% and (-) 1.2% respectively."
21-06-2024,"Domestic equity markets end the volatile week on a flat noteThe domestic markets ended the volatile week on a flat note on account of profit booking as well as concerns over the slow progress of monsoon. Nifty 50 and Nifty Midcap 150 Index both closed at marginal gains of 0.2% whereas Nifty Small Cap 250 Index registered comparatively higher gains of 1.2%.Sectoral indices showed mixed performance. Banks did well this week and as a result Nifty Private Banks, Nifty Financial Services and Nifty Banks were top performers gaining 4.2%, 3.3% and 2.6% respectively. Nifty Auto, Nifty FMCG and Nifty Consumer Durables dragged the most with a fall of (-) 2.5%, (-) 2.2% and (-) 1.9% respectively."
28-06-2024,"Benchmark indices end 2% higher this weekThe Domestic broad market benchmarks started the week strongly, but the winning streak was cut short on account of profit booking. The small rally was led by large cap stocks as Nifty 50 gained 2.2% this week. On the other hand, Mid and Small Caps showed muted performance as they inched tad higher: Nifty Midcap 150 gained 0.5% and Nifty Small Cap 250 gained 0.4%.Sectoral indices showed mixed performance. Nifty Oil and Gas, Nifty IT and Nifty Financial Services were the top performing sectors of the week, gaining 3.1%, 2.7% and 1.9% respectively. While Nifty Realty, Nifty Metals and Nifty Media were laggards post losses of (-) 2.4%, (-)1.8% and (-) 2.3% respectively."
05-07-2024,"Weekly Market Review: Mixed Performance Across Global Indices Indian Markets: Robust Gains in Mid and Small CapsThe Indian stock market experienced a week of mixed performances, with notable gains in the broader indices. The Nifty 50 index advanced by 1.3%, driven by strong investor sentiment and positive macroeconomic indicators. However, the real highlight was the performance of mid and small-cap stocks. The Nifty Midcap 150 surged by 2.50%, and the Nifty Small Cap 250 outperformed with a remarkable gain of 3.51%. This trend reflects growing investor confidence in the potential of smaller companies to deliver higher returns amid economic recovery.Among the sectoral indices, the top performers were Nifty IT, Nifty Pharma, and Nifty Health Care, with gains of 4.3%, 3.6%, and 3.1% respectively. The robust performance of these sectors can be attributed to several factors:Nifty Pharma and Health Care: The ongoing focus on health care and pharmaceutical advancements, particularly in the wake of the pandemic, has driven sustained interest and investment in these sectors.Conversely, the banking sector underperformed. Nifty Bank and Nifty PSU Bank fell by 0.6% and 0.12%, respectively, primarily due to concerns over rising non-performing assets (NPAs) and tighter regulatory scrutiny. Nifty Consumer Durables also saw a marginal decline of 0.31%, as inflationary pressures and subdued consumer demand impacted the sector."
12-07-2024,"Weekly Market Review: Mixed Bag as Investors React to Economic Signals Indian Markets: Flat Week Amid Profit BookingIndian equity markets closed the week on a flat note as initial gains, buoyed by positive global cues, were offset by profit booking ahead of key June quarter results. The Nifty 50 index ended the week nearly unchanged at 0.7%, reflecting strong investor sentiment and favorable macroeconomic indicators. However, the performance of mid and small-cap stocks was subdued, with the Nifty Midcap 150 and Nifty Small Cap 250 recording losses of 0.24% and 0.19%, respectively.Among sectoral indices, Nifty FMCG, Nifty IT, and Nifty Oil & Gas emerged as top performers, posting gains of 3.6%, 3.5%, and 2.6% respectively. The robust performance of these sectors can be attributed to several factors including strong earnings reports and favorable market conditions. Conversely, Nifty Metal, Nifty PSU Bank, and Nifty Realty faced challenges, ending the week with losses of 2.63%, 2.09%, and 2.32%, respectively."
19-07-2024,"Weekly Market Review: A volatile week ends flat. Indian Markets: Nifty 50 flat, Mid and Small Cap Indices close in redNifty 50 Index reached new highs on Thursday, and corrected today, ending the week on a flat note with marginal gains of 0.1%. The Mid and Small cap indices underperformed this week with the Nifty Midcap 150 Index losing 2.3% and the Nifty Small Cap 250 Index losing 2.9%.Domestic sectoral indices reacted to global developments, budget expectations and good performance from IT sector giants. As a result, the Nifty FMCG, Nifty IT and Nifty PSU were highest gainers with 2.28%, 2.31% and 1.38% returns. Nifty Media, Nifty Metals and Nifty Consumer Durables were laggards, losing 5.4%, 4.7% and 2.5% respectively."
26-07-2024,"Weekly Market Review: Nifty near all-time high; mid and small caps rise! Indian Markets: Bounce back after muted post budget reactionAfter having a lack lustre post budget performance, domestic equity markets showed strong recovery today. Nifty 50 Index touched its all-time high, and gained over 1% during the week. Nifty Mid cap 150 and Nifty Small Cap 250 Index outperform the large caps by gaining around 3% each. FIIs were net sellers, however DIIs were net buyers.Sectoral performance was a mixed bag. Nifty Pharma, Nifty Media and Nifty Healthcare topped the performance by gaining 5.8%, 5.7% and 5.7% returns, respectively. Nifty Banks, Nifty Private Banks and Nifty Realty were laggards, losing 1.9%, 1.9% and 1.7% respectively."
02-08-2024,"An Eventful Week Ends Flat for Global & Domestic MarketIndian equities reached a record high on Thursday, following the US Federal Reserve's decision to keep interest rates unchanged, with hints at a potential rate cut in September. Despite this milestone, the Indian equity market ended the week almost flat. The Nifty 50 index fell by 0.5%, while the Nifty Midcap 150 and Nifty Smallcap 250 indices ended flat with marginal gains of 0.2%.Sectoral PerformanceMost sectoral indices remained flat this week, but some faced significant losses. Notably, the Nifty Auto index fell by 2.04%, the Nifty IT index dropped by 3.04%, and the Nifty Realty index declined by 3.76%. On the positive side, the Nifty Media, Nifty Pharma, and Nifty Healthcare indices gained 1.19%, 1.39%, and 0.98%, respectively."
09-08-2024,"Indian Equities Dip Amid Global Weakness; Mixed Performances Across SectorsIndian equities ended the week lower, weighed down by weak global cues and the Reserve Bank of India's decision to maintain interest rates amid ongoing inflationary pressures. The Nifty 50 index declined by 0.5%, while the Nifty Midcap 150 and Nifty Smallcap 250 indices remained relatively stable, posting slight gains of 0.23% and 0.17%, respectively.Sectoral PerformanceMost sectoral indices also closed in negative territory this week. However, Nifty Media, Nifty Pharma, and Nifty Healthcare bucked the trend with gains of 1.19%, 1.39%, and 0.98%, respectively. On the downside, Nifty Auto, Nifty IT, and Nifty Realty were the worst performers, with declines of 2.04%, 3.04%, and 0.98%, respectively."
16-08-2024,"Global Markets Surge, Domestic Markets Witness Ripple EffectsThe domestic equity markets concluded the trading week on a positive note, buoyed by an improved global macroeconomic outlook. The large-cap Nifty 50 index and the mid-cap Nifty Midcap 150 Index both registered modest gains of 0.7%, while the small-cap Nifty Small Cap 250 Index remained relatively flat, advancing by a modest 0.2%.Sectoral PerformanceSectoral performance exhibited a mixed trend. As investor sentiment surrounding the U.S. economy improved, optimism also permeated the information technology sector. Consequently, the Nifty IT index emerged as the top performer, surging by 4.7%. The Nifty Consumer Durables and Nifty Realty indices followed suit, recording gains of 3.6% and 2.6%, respectively. In contrast, the Nifty PSU Banks, Nifty Media, and Nifty Metal indices underperformed, declining by 2.2%, 2.0%, and 0.5%, respectively."
23-08-2024,"Indian Equities Gain Momentum on Global Optimism and Anticipated Fed Rate CutsIndian stock markets closed higher this week, driven by positive global sentiment and expectations of a forthcoming interest rate cut by the U.S. Federal Reserve. The large-cap Nifty 50 index advanced by 1.1% while the Nifty Midcap 150 Index rose by 1.6%, and the Nifty Small Cap 250 Index saw a substantial increase of 3.7%.Sectoral Performance: Mixed Trends Across SectorsSector performance within the Indian markets was varied. Leading the gains were the Nifty Metal, Nifty PSU Bank, and Nifty Consumer Durables indices, which surged by 3.3%, 2.5%, and 3.2% respectively. Conversely, the Nifty IT and Nifty Media indices remained relatively flat, with marginal increases of 0.5% and 0.4%. The Nifty Realty index, however, declined by 2.9%."
30-08-2024,"Sector Gains & Earnings Drive Mixed OutcomesThis week saw mixed performances across major global stock markets, with varying outcomes influenced by sector-specific gains, economic data, and corporate earnings. Indian stock markets ended the week on a positive note, driven largely by gains in Financial and IT stocks. The Nifty 50 index recorded a gain of 1.7%, outperforming the mid and small cap indices. The Nifty Midcap 150 and Nifty Smallcap 250 indices also rose by 1.3% and 0.9%, respectively.Sector-wise, the Nifty IT index surged by 4.1%, reflecting strong investor confidence in the tech sector. Other notable gainers included the Nifty Pharma and Nifty Realty indices, which rose by 3.0% and 3.5%, respectively. However, the Nifty FMCG and Nifty PSU Bank indices faced declines of 0.5% and 0.45%, respectively. The Nifty Private Bank index posted a modest gain of 0.7%."
