Date,Content,Content_cleaned
05-11-2023,"Global macros a mixed bag. Domestic markets resilient. Most of the broad market indices closed on a positive note this week, with each of the Nifty 50, Nifty Midcap 150, Nifty Small cap 250 closing in green, gaining 1.0%, 2.6% and 2.4% respectively.Sectoral indices displayed mixed performance this week. Out of the indices which closed in green, Nifty Pharma, Nifty Healthcare Index and Nifty Realty occupied the top position, gaining 4.3%, 4.0% and 2.9% respectively. A few indices closed in red out of which Nifty Media, Nifty Consumer Durables and Nifty PSU Banks were the top losers each losing (-) 1.5%, (-) 0.8% and (-) 0.6% respectively. ",global macro mixed bag. domestic market resilient. broad market index closed positive note week nifty 50 nifty midcap 150 nifty small cap 250 closing green gaining 1.0% 2.6% 2.4% respectively.sectoral index displayed mixed performance week. index closed green nifty pharma nifty healthcare index nifty realty occupied top position gaining 4.3% 4.0% 2.9% respectively. index closed red nifty medium nifty consumer durables nifty psu bank top loser losing 1.5% 0.8% 0.6% respectively.
12-11-2023,"Global macros positive. Domestic markets resilient. Most of the broad market indices closed on a positive note this week, with each of the Nifty 50, Nifty Midcap 150, Nifty Small cap 250 closing in green, gaining 1.6%, 2.5% and 3.4% respectively.Sectoral indices displayed mixed performance this week with most of them displaying positive performance. Out of the indices which closed in green, Nifty IT, Nifty Realty and Nifty Auto occupied the top position, gaining 5.1%, 4.6% and 3.8% respectively. Only Nifty Private Bank, Nifty Bank and Nifty Financial Services closed in red losing (-) 0.5%, (-) 0.5% and (-) 0.1% respectively.",global macro positive. domestic market resilient. broad market index closed positive note week nifty 50 nifty midcap 150 nifty small cap 250 closing green gaining 1.6% 2.5% 3.4% respectively.sectoral index displayed mixed performance week displaying positive performance. index closed green nifty nifty realty nifty auto occupied top position gaining 5.1% 4.6% 3.8% respectively. nifty private bank nifty bank nifty financial service closed red losing 0.5% 0.5% 0.1% respectively.
19-11-2023,"Markets end the week on a flat note. Most of the broad market indices closed flat this week, with each of the Nifty 50, Nifty Midcap 150, Nifty Small cap 250 closing in green, gaining 0.3%, 0.6% and 0.1% respectively. Indices failed to find pace amidst mixed global cues. Sectoral indices displayed mixed performance this week with most of them displaying positive performance. Out of the indices which closed in green, Nifty Realty, Nifty Oil & Gas, and Nifty Metal occupied the top position, gaining 1.5%, 1.0% and 1.0% respectively. Only Nifty PSU Bank, Nifty FMCG and Nifty IT closed in red losing (-) 1.7%, (-) 0.3% and (-) 0.4% respectively. ",market end week flat note. broad market index closed flat week nifty 50 nifty midcap 150 nifty small cap 250 closing green gaining 0.3% 0.6% 0.1% respectively. index failed find pace amidst mixed global cues. sectoral index displayed mixed performance week displaying positive performance. index closed green nifty realty nifty oil gas nifty metal occupied top position gaining 1.5% 1.0% 1.0% respectively. nifty psu bank nifty fmcg nifty closed red losing 1.7% 0.3% 0.4% respectively.
26-11-2023,"Global macros a mixed bag. Domestic markets resilient.Most Indian indices closed on a positive note this week with each of the Nifty 50, Nifty Midcap 150, Nifty Small cap 250 closing in green, gaining 2.4%, 2.8% and 2.6% respectively. Nifty 50 hit a record high this week owing to faster than expected economic growth.This was also a positive week for all sectoral indices. While each of the sectoral indices closed in green, Nifty Oil and Gas, Nifty Financial Services and Nifty Media occupied the top position, gaining 4.4%, 3.6% and 3.2% respectively.",global macro mixed bag. domestic market resilient.most indian index closed positive note week nifty 50 nifty midcap 150 nifty small cap 250 closing green gaining 2.4% 2.8% 2.6% respectively. nifty 50 hit record high week owing faster expected economic growth.this also positive week sectoral indices. sectoral index closed green nifty oil gas nifty financial service nifty medium occupied top position gaining 4.4% 3.6% 3.2% respectively.
03-12-2023,"Global macros a mixed bag. Domestic markets resilient.Owing to today’s policy decision of keeping rates unchanged, strong macro data, global market trend support and continual foreign investor inflows, Nifty index soared to historic highs today, touching the 21000 mark. Continuing the growth trend of the past few weeks, most Indian indices closed on a positive note this week with each of the Nifty 50, Nifty Midcap 150, Nifty Small cap 250 closing in green, gaining 3.5%, 2.2% and 1.2% respectively.This week was a mixed bag for sectoral indices. While most of the sectoral indices closed in green, Nifty PSU Bank, Nifty Oil and Gas and Nifty Bank occupied the top position, gaining 6.8%, 6.2% and 5.5% respectively. Nifty FMCG, Nifty Healthcare Index and Nifty Pharma however lost (-) 0.3%, (-) 0.3% and (-) 0.5% respectively.",global macro mixed bag. domestic market resilient.owing today policy decision keeping rate unchanged strong macro data global market trend support continual foreign investor inflow nifty index soared historic high today touching 21000 mark. continuing growth trend past week indian index closed positive note week nifty 50 nifty midcap 150 nifty small cap 250 closing green gaining 3.5% 2.2% 1.2% respectively.this week mixed bag sectoral indices. sectoral index closed green nifty psu bank nifty oil gas nifty bank occupied top position gaining 6.8% 6.2% 5.5% respectively. nifty fmcg nifty healthcare index nifty pharma however lost 0.3% 0.3% 0.5% respectively.
10-12-2023,"Most global macros positive. Domestic markets a mixed bag.Following positive global market cues, with U.S Federal Reserve’s indication of nearing an end to its monetary tightening cycle, most Indian indices closed on a positive note this week with each of the Nifty 50, Nifty Midcap 150, Nifty Small cap 250 closing in green, gaining 2.3%, 2.4% and 2.6% respectively.This was a positive week for most of the sectoral indices. Out of the sectoral indices closing in green, Nifty IT, Nifty PSU Bank and Nifty Metal occupied the top position, gaining 7.2%, 5.2% and 5.1% respectively. Only Nifty Consumer Durables closed in red this week losing (-) 0.3%. Nifty Healthcare Index ended up static as compared to the last week.",global macro positive. domestic market mixed bag.following positive global market cue u.s federal reserve indication nearing end monetary tightening cycle indian index closed positive note week nifty 50 nifty midcap 150 nifty small cap 250 closing green gaining 2.3% 2.4% 2.6% respectively.this positive week sectoral indices. sectoral index closing green nifty nifty psu bank nifty metal occupied top position gaining 7.2% 5.2% 5.1% respectively. nifty consumer durables closed red week losing 0.3%. nifty healthcare index ended static compared last week.
17-12-2023,"Global macros a mixed bag. Domestic markets weakThis was a tough week for the Indian equity markets with consecutive weeks of gains in the Nifty 50 and Sensex coming to a halt. Each of the Nifty 50, Nifty Midcap 150, Nifty Small cap 250 closed in the red, losing (-) 0.6%, (-) 1.0% and (-) 0.3% respectively. Though the reason for this sudden fall is not clear yet, rising Covid-19 cases, high profit booking, Red Sea geopolitical tensions, huge number of IPO releases and formation of a small cap bubble over the past few months have been assessed as the probable catalyst for this fall.This was a week of mixed performance for the sectoral indices. Out of the sectoral indices closing in the green; Nifty FMCG, Nifty Consumer Durables and Nifty Oil and Gas were the top performers, gaining 1.6%, 1.4% and 1.4% respectively. Nifty PSU Banks, Nifty Financial Services 25/50 and Nifty Media, on the other hand, closed in the red losing (-) 3.0%, (-) 2.1% and (-) 2,0% respectively.",global macro mixed bag. domestic market weakthis tough week indian equity market consecutive week gain nifty 50 sensex coming halt. nifty 50 nifty midcap 150 nifty small cap 250 closed red losing 0.6% 1.0% 0.3% respectively. though reason sudden fall clear yet rising covid19 case high profit booking red sea geopolitical tension huge number ipo release formation small cap bubble past month assessed probable catalyst fall.this week mixed performance sectoral indices. sectoral index closing green nifty fmcg nifty consumer durables nifty oil gas top performer gaining 1.6% 1.4% 1.4% respectively. nifty psu bank nifty financial service 2550 nifty medium hand closed red losing 3.0% 2.1% 20% respectively.
24-12-2023,"Global macros positive. Domestic markets resilientFollowing positive global cues, the last trading week of the year 2023 ended on a positive note for most of the Indian indices. Each of the Nifty 50, Nifty Midcap 150, Nifty Small cap 250 closed in the green, gaining 1.8%, 2.3% and 1.8% respectively.This was a week of mixed performance for the sectoral indices. Out of the sectoral indices closing in the green; Nifty Auto, Nifty Metal and Nifty FMCG were the top performers, gaining 4.7%, 4.3% and 3.4% respectively. Only Nifty IT and Nifty Media closed in the red losing (-) 0.3% and (-) 0.1% respectively.",global macro positive. domestic market resilientfollowing positive global cue last trading week year 2023 ended positive note indian indices. nifty 50 nifty midcap 150 nifty small cap 250 closed green gaining 1.8% 2.3% 1.8% respectively.this week mixed performance sectoral indices. sectoral index closing green nifty auto nifty metal nifty fmcg top performer gaining 4.7% 4.3% 3.4% respectively. nifty nifty medium closed red losing 0.3% 0.1% respectively.
31-12-2023,"Global macros negative. Domestic markets a mixed bagFollowing burdened global cues, the first trading week of the year 2024 ended on a mixed note for the Indian indices. The broad-based Nifty 50 index ended the week in red losing (-) 0.1%. Nifty Midcap 150 and Nifty Small cap 250 on the other hand closed in the green, gaining 2.5% and 2.4% respectively. This was a week of mixed performance for the sectoral indices. Out of the sectoral indices closing in the green; Nifty Realty, Nifty Media and Nifty Pharma were the top performers, gaining 7.8%, 3.3% and 3.1% respectively. On the other hand, Nifty IT, Nifty Metal and Nifty Auto were the top losers, losing (-)1.9%, (-) 1.3% and (-) 1.1% respectively. ",global macro negative. domestic market mixed bagfollowing burdened global cue first trading week year 2024 ended mixed note indian indices. broadbased nifty 50 index ended week red losing 0.1%. nifty midcap 150 nifty small cap 250 hand closed green gaining 2.5% 2.4% respectively. week mixed performance sectoral indices. sectoral index closing green nifty realty nifty medium nifty pharma top performer gaining 7.8% 3.3% 3.1% respectively. hand nifty nifty metal nifty auto top loser losing 1.9% 1.3% 1.1% respectively.
07-01-2024,"Global macros and Domestic markets a mixed bagFollowing volatile global cues, this trading week ended on a mixed note for the Indian indices. The broad-based Nifty 50 index, Nifty Midcap 150 and Nifty Smallcap 250 each ended in green, gaining 0.8%, 0.4% and 1.2% respectively.This was a week of mixed performance for the sectoral indices. Out of the sectoral indices closing in the green; Nifty IT, Nifty Realty and Nifty Oil and Gas were the top performers, gaining 4.8%, 4.3% and 2.6% respectively. On the other hand, Nifty FMCG, Nifty Financial Services and Nifty Bank were the top losers, losing (-) 2.0%, (-) 1.0% and (-) 0.9% respectively.",global macro domestic market mixed bagfollowing volatile global cue trading week ended mixed note indian indices. broadbased nifty 50 index nifty midcap 150 nifty smallcap 250 ended green gaining 0.8% 0.4% 1.2% respectively.this week mixed performance sectoral indices. sectoral index closing green nifty nifty realty nifty oil gas top performer gaining 4.8% 4.3% 2.6% respectively. hand nifty fmcg nifty financial service nifty bank top loser losing 2.0% 1.0% 0.9% respectively.
14-01-2024,"Global macros and Domestic markets a mixed bagThis trading week ended on a mixed note for the Indian indices. The Nifty 50 saw its biggest one-day fall in 19 months, losing (-) 2.1% on Wednesday 17th Jan 2023. Over the week Nifty 50 lost (-) 1.2%, on account of dimming hopes of a Fed rate cuts coupled with disappointing Q3 result of HDFC Bank and high 10 Year G-sec yield dimmed investor sentiment. On the other hand, Nifty Midcap 150 gained 0.6% while Nifty Smallcap 250 lost (-) 0.1%.There was mixed performance for the sectoral indices as well. Nifty Oil and Gas, Nifty IT and Nifty PSU Bank were the top performers, gaining 3.4%, 1.5% and 1.3% respectively. On the other hand, Nifty Private Bank, Nifty Bank and Nifty Financial Services were the top losers, losing (-) 4.5%, (-) 4.1% and (-) 4.0% respectively.",global macro domestic market mixed bagthis trading week ended mixed note indian indices. nifty 50 saw biggest oneday fall 19 month losing 2.1% wednesday 17th jan 2023. week nifty 50 lost 1.2% account dimming hope fed rate cut coupled disappointing q3 result hdfc bank high 10 year gsec yield dimmed investor sentiment. hand nifty midcap 150 gained 0.6% nifty smallcap 250 lost 0.1%.there mixed performance sectoral index well. nifty oil gas nifty nifty psu bank top performer gaining 3.4% 1.5% 1.3% respectively. hand nifty private bank nifty bank nifty financial service top loser losing 4.5% 4.1% 4.0% respectively.
21-01-2024,"Global macros negative. Domestic markets a mixed bag With high volatility in the Indian economy owing to the ongoing struggle between FIIs and DIIs, this trading week ended on a mixed note for the Indian indices. The Nifty 50 closed and Nifty Midcap 150 Index closed flat with (-) 0.5% and 0%, during the week. Nifty Smallcap 250 on the other hand closed on a positive note, gaining 1.0%.This was a volatile week for the sectoral indices as well. Out of the sectoral indices closing in the green; Nifty Healthcare Index, Nifty Metal and Nifty Pharma were the top performers, gaining 1.6%, 1.2% and 1.2% respectively. On the other hand, Nifty Media, Nifty Realty and Nifty Private Bank were the top losers, losing (-) 10.8%, (-) 4.5% and (-) 2.3% respectively.",global macro negative. domestic market mixed bag high volatility indian economy owing ongoing struggle fiis diis trading week ended mixed note indian indices. nifty 50 closed nifty midcap 150 index closed flat 0.5% 0% week. nifty smallcap 250 hand closed positive note gaining 1.0%.this volatile week sectoral index well. sectoral index closing green nifty healthcare index nifty metal nifty pharma top performer gaining 1.6% 1.2% 1.2% respectively. hand nifty medium nifty realty nifty private bank top loser losing 10.8% 4.5% 2.3% respectively.
28-01-2024,"Global macros a mixed bag. Domestic markets mostly positive.Following the interim Budget, this trading week ended mostly on a positive note for the Indian indices. Each of the Nifty 50, Nifty Midcap 150 Index and Nifty Smallcap 250 index ended the week in green, gaining 2.3%, 2.6% and 4.3% respectively. The positive outlook portrays the optimistic market sentiments post the budget presentation.This was a mixed week for the sectoral indices as well. Nifty PSU bank, Nifty Oil and Gas and Nifty Metal were the top performers, gaining 11.5%, 9.1% and 4.6% respectively. On the other hand, only Nifty Media and Nifty FMCG had a flat fall (-) 0.3% and (-) 0.2% respectively.",global macro mixed bag. domestic market mostly positive.following interim budget trading week ended mostly positive note indian indices. nifty 50 nifty midcap 150 index nifty smallcap 250 index ended week green gaining 2.3% 2.6% 4.3% respectively. positive outlook portrays optimistic market sentiment post budget presentation.this mixed week sectoral index well. nifty psu bank nifty oil gas nifty metal top performer gaining 11.5% 9.1% 4.6% respectively. hand nifty medium nifty fmcg flat fall 0.3% 0.2% respectively.
04-02-2024,"Domestic markets remain choppy as US markets soar.Overall, a choppy week for domestic markets as rate cuts, inflation and valuations weighed on Investor sentiments. RBI maintained status quo on key interest rates. This week, the broad market Index Nifty 50, was flat with marginal fall of (-) 0.3%. While Nifty Midcap 150 and Nifty Small Cap 250 registered marginal gains of 0.7% and 0.2% respectively.Domestic sectoral indices struggled for direction and ended the week with mixed performance. Nifty PSU bank, Nifty Healthcare and Nifty Oil and Gas were the top performers, gaining 5.1%, 4.4% and 3.9% respectively. While Nifty Private Banks, Nifty FMCG and Nifty Consumer Durables lost the most by falling (-) 2.3%, (-) 2.3% and (-) 1.3% respectively.",domestic market remain choppy u market soar.overall choppy week domestic market rate cut inflation valuation weighed investor sentiments. rbi maintained status quo key interest rates. week broad market index nifty 50 flat marginal fall 0.3%. nifty midcap 150 nifty small cap 250 registered marginal gain 0.7% 0.2% respectively.domestic sectoral index struggled direction ended week mixed performance. nifty psu bank nifty healthcare nifty oil gas top performer gaining 5.1% 4.4% 3.9% respectively. nifty private bank nifty fmcg nifty consumer durables lost falling 2.3% 2.3% 1.3% respectively.
18-02-2024,"Domestic markets remain choppy as US markets soar.Domestic as well as international markets closed the week in green. IT / tech stocks led the rally globally. Domestic broad market Index – Nifty 50 created history by reaching new highs, touching the 22,297.50 mark on Thursday, 22nd February 2024. Meanwhile the same day Japanese Nikkei also reached a 34 year high. Positive global sentiments fueled this rally. The week ended with Nifty 50 gaining about 0.8% and the Nifty Midcap 150 Index and the Nifty Small cap 250 Index, were flat recording marginal gains or 0.4% and 0.5%, respectively.Nifty Realty was the best performer, gaining, 4.1%, followed by Nifty Consumer Durables and Nifty FMCG gaining 2.0% and 1.5% respectively. Whereas Nifty IT, Nifty PSU Banks and Nifty Oil & Gas were at the bottom losing (-) 1.1%, (-) 0.8% and (-) 0.8% respectively.",domestic market remain choppy u market soar.domestic well international market closed week green. tech stock led rally globally. domestic broad market index nifty 50 created history reaching new high touching 22297.50 mark thursday 22nd february 2024. meanwhile day japanese nikkei also reached 34 year high. positive global sentiment fueled rally. week ended nifty 50 gaining 0.8% nifty midcap 150 index nifty small cap 250 index flat recording marginal gain 0.4% 0.5% respectively.nifty realty best performer gaining 4.1% followed nifty consumer durables nifty fmcg gaining 2.0% 1.5% respectively. whereas nifty nifty psu bank nifty oil gas bottom losing 1.1% 0.8% 0.8% respectively.
25-02-2024,"Domestic markets reach record highs on account of better-than-expected GDP growth numbersThis week was a week of new records after Indian as well as Global indices soared to new highs. Domestic Indices reached record highs on account of better-than-expected GPD numbers. India’s GDP for Dec-23 quarter grew at 8.4% aided by strong manufacturing and construction activities. Nifty 50 started strong this week and ended with a gain 0.6% after experiencing a mid-week volatility. While Nifty Midcap 150 and Nifty Small Cap 250 were marginally down by (-) 1.0% and (-) 0.7 % respectively.Domestic sectoral indices were a mixed bag of performance this week. Nifty Metal, Nifty Consumer Durables and Nifty Auto were the top performers, gaining 2.0%, 1.6% and 1.2% respectively. While Nifty Media, Nifty Healthcare and Nifty IT were at the bottom losing (-) 6.7%, (-) 3.1% and (-) 1.4% respectively.",domestic market reach record high account betterthanexpected gdp growth numbersthis week week new record indian well global index soared new highs. domestic index reached record high account betterthanexpected gpd numbers. india gdp dec23 quarter grew 8.4% aided strong manufacturing construction activities. nifty 50 started strong week ended gain 0.6% experiencing midweek volatility. nifty midcap 150 nifty small cap 250 marginally 1.0% 0.7 % respectively.domestic sectoral index mixed bag performance week. nifty metal nifty consumer durables nifty auto top performer gaining 2.0% 1.6% 1.2% respectively. nifty medium nifty healthcare nifty bottom losing 6.7% 3.1% 1.4% respectively.
03-03-2024,"Domestic markets reach record highs.Another choppy week for the domestic markets. Nifty and Sensex reached record highs during the day to settle flat, by the day’s end. This week, the broad market Index Nifty 50, gained 2.3%, outperforming the Mid and Small cap indic[es as the Nifty Midcap 150 registered a gain of 0.9% whereas Nifty Small Cap 250 fell by (-) 1.1%.Most of the sectoral indices were positive this week. Nifty PSU bank, Nifty Metals and Nifty Auto were the top performers, gaining 5.9%, 5.7% and 3.5% respectively. While Nifty Media, Nifty IT lost the most by falling (-) 3.0%, (-) 1.6% respectively.",domestic market reach record highs.another choppy week domestic markets. nifty sensex reached record high day settle flat day end. week broad market index nifty 50 gained 2.3% outperforming mid small cap index nifty midcap 150 registered gain 0.9% whereas nifty small cap 250 fell 1.1%.most sectoral index positive week. nifty psu bank nifty metal nifty auto top performer gaining 5.9% 5.7% 3.5% respectively. nifty medium nifty lost falling 3.0% 1.6% respectively.
10-03-2024,"Domestic markets fall amidst valuation concernsThe domestic equity markets experienced profit booking and caution selling amid concerns over high valuations and froth in some segments of the market. The weak global cues and hotter than expected inflation numbers from US, further hurt sentiments. As a result, the Nifty 50 benchmark index closed (-) 2.1% down. The Nifty Midcap 150 index and Nifty Small cap 250 index registered losses of (-) 4.1% and (-) 5.9% respectively.Barring Nifty IT, all other sectoral indices closed in red, this week. Nifty IT gained 1.1% while Nifty FMCG and Nifty Financial Services fell the least registering a fall of (-) 0.5% and (-) 1.7% respectively. The sectoral indices which fell the most were Nifty Realty, Nifty PSU Banks and Nifty Media losing (-) 9.4%, (-) 7.9% and (-) 8.3% respectively.",domestic market fall amidst valuation concernsthe domestic equity market experienced profit booking caution selling amid concern high valuation froth segment market. weak global cue hotter expected inflation number u hurt sentiments. result nifty 50 benchmark index closed 2.1% down. nifty midcap 150 index nifty small cap 250 index registered loss 4.1% 5.9% respectively.barring nifty sectoral index closed red week. nifty gained 1.1% nifty fmcg nifty financial service fell least registering fall 0.5% 1.7% respectively. sectoral index fell nifty realty nifty psu bank nifty medium losing 9.4% 7.9% 8.3% respectively.
17-03-2024,"Positive Global sentiments drive marketsThe domestic equity markets witnessed gains today, driven by positive global cues fueled by US Fed’s decision to hold rates and maintain its stance for 3 potential rate cuts this year. Also, the US housing, manufacturing and labor data showed resilience in the economy, boasting sentiments further. As a result, the Nifty 50 benchmark index which was trading in red earlier, recovered and ended the week flat 0.3% gains. Whereas the Nifty Midcap 150 index and Nifty Small cap 250 index gained 1.4% and 1.7% respectively.Most of the sectoral indices closed in green this week. Nifty Realty, Nifty Auto and Nifty Metals were at the top gaining, 5.3%, 4.2% and 4.21% respectively. While Nifty IT and Nifty FMCG lost the most and fell by (-) 6.2% and (-) 0.7% respectively.",positive global sentiment drive marketsthe domestic equity market witnessed gain today driven positive global cue fueled u fed decision hold rate maintain stance 3 potential rate cut year. also u housing manufacturing labor data showed resilience economy boasting sentiment further. result nifty 50 benchmark index trading red earlier recovered ended week flat 0.3% gains. whereas nifty midcap 150 index nifty small cap 250 index gained 1.4% 1.7% respectively.most sectoral index closed green week. nifty realty nifty auto nifty metal top gaining 5.3% 4.2% 4.21% respectively. nifty nifty fmcg lost fell 6.2% 0.7% respectively.
24-03-2024,"Equity markets end the last week of the financial year in greenDomestic equity markets ended the last week of the financial year with decent gains on account of strong domestic flows. Nifty 50 index gained 1.4%. The Nifty Midcap 150 Index and the Nifty Small cap 250 Index outperformed the large cap Index Nifty 50 by gaining 2.1% and 2.0% respectively.Most of the sectoral indices were positive this week. Nifty Realty, Nifty Auto and Nifty Healthcare Index were high performers gaining 4.8%, 3.5% and 3.0% respectively. While Nifty Private Banks, Nifty Media and Nifty IT were at the bottom. Nifty Private Banks was tad positive and showed gains of 0.9%. Whereas Nifty Media and Nifty IT lost (-) 1.7% and (-) 3.1% respectively",equity market end last week financial year greendomestic equity market ended last week financial year decent gain account strong domestic flows. nifty 50 index gained 1.4%. nifty midcap 150 index nifty small cap 250 index outperformed large cap index nifty 50 gaining 2.1% 2.0% respectively.most sectoral index positive week. nifty realty nifty auto nifty healthcare index high performer gaining 4.8% 3.5% 3.0% respectively. nifty private bank nifty medium nifty bottom. nifty private bank tad positive showed gain 0.9%. whereas nifty medium nifty lost 1.7% 3.1% respectively
31-03-2024,"Nifty ends the week flat post RBI’s policyIndian equity markets were subdued this week. The Nifty 50 index was flat post the RBI policy of maintaining status quo on interest rates for the 7th consecutive time. The large cap, Nifty 50 index registered slight gains of 0.8% underperforming Nifty Midcap 150 Index and the Nifty Small cap 250 Index which registered significant gains of 4.0% and 6.4% respectively.Most of the sectoral indices were positive this week. Nifty Media, Nifty Metal and Nifty PSU Bank Index were high performers gaining 6.7%, 5.4% and 4.3% respectively. While Nifty Oil and Gas, Nifty Healthcare and Nifty FMCG were at the bottom. Nifty Private Oil and Gas and Nifty Healthcare were tad positive and showed gains of 0.55% and 0.6% respectively. Whereas Nifty FMCG registered minor loss of (-) 0.04%.",nifty end week flat post rbi policyindian equity market subdued week. nifty 50 index flat post rbi policy maintaining status quo interest rate 7th consecutive time. large cap nifty 50 index registered slight gain 0.8% underperforming nifty midcap 150 index nifty small cap 250 index registered significant gain 4.0% 6.4% respectively.most sectoral index positive week. nifty medium nifty metal nifty psu bank index high performer gaining 6.7% 5.4% 4.3% respectively. nifty oil gas nifty healthcare nifty fmcg bottom. nifty private oil gas nifty healthcare tad positive showed gain 0.55% 0.6% respectively. whereas nifty fmcg registered minor loss 0.04%.
